sentence,word,word2,sent_id,item_id,list
Bob sat at the entrance to,the,THE,190,1523,6
Alan told Jason he,would,WOULD,169,1278,6
Christopher groaned and lay his,hands,HANDS,102,628,6
They,were,WERE,82,465,6
Normally they want to cut things,up.,UP,50,255,6
He held his mother tight and she cried into his,chest.,CHEST,133,905,6
Tommy,came,CAME,167,1253,6
Weve been travelling almost,three,THREE,33,152,6
It,had,HAD,163,1209,6
She would soon be,found,FOUND,127,841,6
He was already up and dressed and invited us in for a cup of,tea.,TEA,202,1684,6
In the morning at breakfast Mike smiled,at,AT,162,1204,6
She would,soon,SOON,127,839,6
He shouted and the,calling,CALLING,19,82,6
Lets get out and Ill buy you,a,A,98,598,6
He let Donald go and he fell to,the,THE,182,1429,6
Bruce is looking for someone to take the spare,room,ROOM,179,1394,6
Now the man is coming who,will,WILL,170,1291,6
Lets have the gates,closed,CLOSED,99,603,6
Emma put her mug of tea down on,the,THE,178,1381,6
His men will not follow him and they are,few.,FEW,114,730,6
We shall arrive properly or you will never,live,LIVE,145,1023,6
Let us leave these poor,people,PEOPLE,69,378,6
After,lunch,LUNCH,59,304,6
I flung out my hands,and,AND,186,1474,6
The truck was an older version of the ones the others,drove.,DROVE,174,1340,6
He probably doesnt want people to,know.,KNOW,37,177,6
Have,a,A,36,166,6
He didnt seem to mind that she was screaming in,his,HIS,153,1108,6
She had refused,to,TO,52,264,6
There,were,WERE,80,451,6
I flung out my hands and they said I had,broken,BROKEN,186,1479,6
Now the man is coming who will give it back,to,TO,170,1295,6
James was only in the cell for an,hour,HOUR,205,1720,6
Duncan took a breath and wanted,to,TO,105,653,6
Edward washed,his,HIS,106,657,6
James was only in the cell for an hour,but,BUT,205,1721,6
"The gate was double, one huge mass of wood following",another.,ANOTHER,143,1005,6
There will be men to,kill,KILL,81,462,6
He knocked on the door so hard that he almost broke,it,IT,181,1420,6
She wound up talking to Barry about her,time,TIME,142,993,6
Weve been,travelling,TRAVELLING,33,150,6
He drank too much at times and washed too little at,times.,TIMES,154,1120,6
We should talk about the things people talk about on first,dates.,DATES,176,1362,6
William,sat,SAT,71,388,6
Hes,broken,BROKEN,21,89,6
He called earlier and I already arranged to go swimming,tomorrow.,TOMORROW,131,885,6
She just kept telling herself,he,HE,141,980,6
"Good God, if",you,YOU,86,498,6
He smiled again and felt,like,LIKE,183,1438,6
From,the,THE,180,1398,6
He,shouted,SHOUTED,19,79,6
His dark hair was just visible under his,white,WHITE,113,720,6
All the bowls from the empty tables are,cleared,CLEARED,112,711,6
We should talk about the things people talk,about,ABOUT,176,1359,7
While they sat,drinking,DRINKING,146,1028,7
You know that I will do,whatever,WHATEVER,148,1051,7
He knocked on the door so,hard,HARD,181,1415,7
"Burn him now, dont wait for",him,HIM,84,485,7
The first knife caught,in,IN,172,1311,7
This mans,hair,HAIR,10,38,7
If this were a,movie,MOVIE,204,1702,7
He called earlier and I already,arranged,ARRANGED,131,881,7
The truck was an older version of,the,THE,174,1336,7
The campaign will pay,for,FOR,30,137,7
He called out,but,BUT,63,334,7
The brothers stood up,and,AND,128,850,7
Billy knocked on the door and waited,till,TILL,189,1512,7
You know better than to,talk,TALK,147,1040,7
He came back to his senses when,he,HE,201,1663,7
"Burn him now, dont wait for him",to,TO,84,486,7
The dead must not kill,the,THE,55,284,7
Tony stopped,off,OFF,49,245,7
The dead must,not,NOT,55,282,7
Duncan took a breath and,wanted,WANTED,105,652,7
Come within the walls,to,TO,61,321,7
She just kept telling,herself,HERSELF,141,979,7
Lets have the,gates,GATES,99,602,7
He went to the door and,walked,WALKED,134,911,7
He had another shock when they told,him,HIM,156,1138,7
The door was opened and Alexander,walked,WALKED,79,449,7
His dark hair was just visible under his white,hat.,HAT,113,721,7
Theyre riding,out,OUT,31,140,7
Hes got the ability to work,but,BUT,184,1451,7
James walked in to wake Samuel at four thirty in the,morning.,MORNING,165,1241,7
She,wound,WOUND,142,986,7
He drove his truck home and walked down,to,TO,132,893,7
He needed putting in his,place.,PLACE,18,78,7
The brothers,stood,STOOD,128,848,7
Bob sat at the entrance to the warehouse and made up,a,A,190,1528,7
Gilbert sat as still as he could nursing,his,HIS,123,809,7
We shall arrive properly or you,will,WILL,145,1021,7
Shut your smart foul mouth,and,AND,77,434,7
Gilbert sat as still,as,AS,123,805,7
Bob sat at,the,THE,190,1520,7
His men,will,WILL,114,723,7
Matthew stood against the wall with his hands,behind,BEHIND,139,963,7
You shouldnt have been racing my truck,in,IN,149,1062,7
He let Donald go and he fell to the,floor,FLOOR,182,1430,7
None of the city,people,PEOPLE,74,412,7
Alan forgot to shave again,this,THIS,35,164,7
I,dont,DONT,23,99,7
The,gathered,GATHERED,144,1006,7
He probably,doesnt,DOESNT,37,173,7
Brian sniffed and wiped his grubby,hand,HAND,119,771,7
He staggered,into,INTO,66,354,7
Phil let him,go,GO,120,777,7
I flung out my,hands,HANDS,186,1473,7
John gave Bernard a,hard,HARD,97,587,7
Let me through and youll hear nothing,more,MORE,121,790,7
I,cannot,CANNOT,6,21,7
"Good God,",if,IF,86,497,7
I dont want to,hear,HEAR,23,102,7
After lunch he was told he,had,HAD,59,309,7
He sat his son up on the table and laid his,belt,BELT,195,1589,7
Matthew stood against,the,THE,139,958,7
You shouldnt have been racing my truck in,the,THE,149,1063,7
Michael gave Adam two,pounds.,POUNDS,7,28,7
She was smiling,in,IN,76,425,7
All the bowls from the empty tables,are,ARE,112,710,7
Claudia,still,STILL,83,472,7
Joseph walked into the office and,removed,REMOVED,126,834,7
Let us,give,GIVE,166,1243,7
The bored,looking,LOOKING,29,130,7
He slammed,the,THE,65,347,7
Men could be paid to do all sorts of,things.,THINGS,122,801,7
The last thing Alex felt like doing after work was,more,MORE,173,1328,7
Andy felt good when he got ready to go,out,OUT,188,1502,7
He called out but she did not,move.,MOVE,63,338,7
In the morning Mickey stood straight with his hand,behind,BEHIND,161,1195,7
He didnt seem to mind that,she,SHE,153,1104,7
Ill,give,GIVE,39,184,7
He slammed the knife,down,DOWN,65,349,7
The brothers stood up and,came,CAME,128,851,7
Claudia still teaches and still claims to hate,it.,IT,83,479,7
Alec stood,against,AGAINST,72,396,7
Despite what Frank,had,HAD,130,868,7
Let me through and,youll,YOULL,121,787,7
Hes got the ability to work but he just,gets,GETS,184,1454,7
"Jake smiled again at his baby daughter, she",was,WAS,117,756,7
It,is,IS,164,1220,7
They turned round just as,Frankie,FRANKIE,108,676,7
Emma,put,PUT,178,1374,7
Dave kicked him in the stomach and Paul,groaned.,GROANED,103,639,7
Ill break your neck if you dont fix that,water.,WATER,115,739,7
I know Richard,drinks,DRINKS,203,1687,7
Bruce is looking for someone to take,the,THE,179,1392,7
They say he can breathe fire and kill a man with a,single,SINGLE,200,1655,7
You shouldnt have been racing my truck in the,first,FIRST,149,1064,7
Steve sat down,to,TO,45,222,7
Youre getting up early in the,morning.,MORNING,58,303,7
Brian sat down at an empty table,and,AND,191,1536,7
Despite what Frank had told her Ellen thanked the,young,YOUNG,130,874,7
He drank too much at times and washed too,little,LITTLE,154,1118,7
Michael knew they never hit him and,that,THAT,168,1270,7
He,didnt,DIDNT,153,1099,7
They say he can breathe fire and kill,a,A,200,1651,7
Ted smiled,and,AND,46,227,7
I know Richard drinks a,little,LITTLE,203,1689,7
He staggered into the chair,at,AT,66,357,7
Normally,they,THEY,50,250,7
Things were looking,up,UP,9,35,7
The dead must not kill the,living.,LIVING,55,285,7
Despite what,Frank,FRANK,130,867,7
He came back,to,TO,201,1659,7
Ross sat,back,BACK,27,120,7
She,had,HAD,52,262,7
Claudia still teaches,and,AND,83,474,7
It is,not,NOT,164,1221,7
Let us leave these poor people,in,IN,69,379,7
Lawrence rubbed the back of his,neck,NECK,137,941,7
William sat down and tucked into,his,HIS,71,393,7
She was smiling in,the,THE,76,426,7
I flung out,my,MY,186,1472,7
Lewis sat down and Lucy,laid,LAID,138,950,7
All,the,THE,112,704,7
The bored looking soldier,continued,CONTINUED,54,277,7
Michael knew they,never,NEVER,168,1266,7
You know better than to talk to,your,YOUR,147,1042,7
Helen ran to the,toilet.,TOILET,5,20,7
She,saw,SAW,75,416,7
She wound,up,UP,142,987,7
Phil let him go,and,AND,120,778,7
He had another shock when they told him he was,moving,MOVING,156,1141,7
"Powerful in the wrong hands,",is,IS,51,260,7
He came back to his senses when he heard his,dad,DAD,201,1666,7
Burn him,"now,","NOW,",84,481,7
I,knew,KNEW,24,104,7
I knew,I,I,24,105,7
Alice is looking for,somewhere,SOMEWHERE,34,157,7
James walked in to wake Samuel at four thirty in,the,THE,165,1240,7
Alan,forgot,FORGOT,35,160,7
The police officer got out of the van and picked up,the,THE,198,1628,7
He rose,from,FROM,194,1567,7
Lewis sat,down,DOWN,138,947,7
They were definitely holding hands underneath,the,THE,82,470,7
Andrew closed the office door on the way,out.,OUT,100,615,7
Andrew closed the office door,on,ON,100,612,7
He was leaning against his truck,smoking,SMOKING,93,557,7
Roger smiled and sat,down.,DOWN,8,32,7
James was only in,the,THE,205,1716,7
Lawrence rubbed the,back,BACK,137,938,7
I mostly,just,JUST,187,1483,7
Lawrence rubbed the back,of,OF,137,939,7
Dexter opened his letter and found a photograph,inside.,INSIDE,104,647,7
None of the city people dress like,that.,THAT,74,415,7
Brian sniffed and,wiped,WIPED,119,768,7
No-one else had dared,step,STEP,73,405,7
He heaved his shoulders and,swung,SWUNG,87,508,7
You know better than to talk,to,TO,147,1041,7
I mostly just pick a dry white,and,AND,187,1488,7
He was built with,muscle,MUSCLE,158,1157,7
It had been two weeks since Philip had been sent,to,TO,163,1218,7
Follow,me,ME,62,325,7
The truck was an older version of the,ones,ONES,174,1337,7
Men could be paid to do all,sorts,SORTS,122,799,7
He knocked on the door so hard,that,THAT,181,1416,7
Jacques sighed and tried to,move,MOVE,124,815,7
She wound up talking to Barry about her time in,India.,INDIA,142,995,7
She wound up talking to Barry about her time,in,IN,142,994,7
Underneath the table her hand was,gripping,GRIPPING,109,685,7
Thomas,stepped,STEPPED,47,232,7
Scott got up and washed his,plate.,PLATE,43,213,7
He sat his son,up,UP,195,1582,7
Andrew closed the office door on,the,THE,100,613,7
Why dont you tell me,what,WHAT,177,1367,7
He put,his,HIS,157,1144,7
Andrew,closed,CLOSED,100,608,7
Billy wrote on,the,THE,2,7,7
Tell me what really happened to,the,THE,78,442,7
Finally Maria sat down,with,WITH,152,1091,7
He came back to his senses when he,heard,HEARD,201,1664,7
Henry,washed,WASHED,197,1605,7
He was built,with,WITH,158,1156,7
Youll demand,nothing,NOTHING,12,46,7
In the morning at breakfast Mike smiled at the letter he,received.,RECEIVED,162,1208,7
He knocked on the door,so,SO,181,1414,7
His men will not,follow,FOLLOW,114,725,7
He,let,LET,182,1422,7
She was,smiling,SMILING,76,424,7
Run along home now and bring us some men,to,TO,140,974,7
"It is a narrow ship, much",like,LIKE,95,573,7
He,drank,DRANK,154,1110,7
He was leaning,against,AGAINST,93,554,7
Lets get out,and,AND,98,594,7
She saw the throwing knife in,his,HIS,75,421,7
Alan forgot to shave again this,morning.,MORNING,35,165,7
We barely,escaped,ESCAPED,32,145,7
The last thing Alex felt like,doing,DOING,173,1324,7
Dave,kicked,KICKED,103,632,7
He held his mother tight and,she,SHE,133,901,7
Shut your smart foul,mouth,MOUTH,77,433,7
The truck was an older version of the ones the,others,OTHERS,174,1339,7
A horse has thrown,a,A,13,52,7
He slammed the,knife,KNIFE,65,348,7
He folded,his,HIS,155,1122,7
Lewis,sat,SAT,138,946,7
The speaker turned to her with a smile and a,bow,BOW,199,1640,7
He drank too much at times and washed,too,TOO,154,1117,7
She,would,WOULD,127,838,7
He uses his,belt,BELT,20,86,7
He called out but she,did,DID,63,336,7
The last,thing,THING,173,1320,7
Come within,the,THE,61,319,7
He knocked on the,door,DOOR,181,1413,7
His men will,not,NOT,114,724,7
"Burn him now, dont",wait,WAIT,84,483,7
He was built with muscle and liked to throw his,weight,WEIGHT,158,1163,7
While they sat drinking their,"tea,","TEA,",146,1030,7
Men could be,paid,PAID,122,795,7
Hes got the ability,to,TO,184,1449,8
Bob sat at the entrance,to,TO,190,1522,8
A smile came to his,lips,LIPS,150,1070,8
Duncan took,a,A,105,649,8
Alan,told,TOLD,169,1275,8
Ill break your neck if you,dont,DONT,115,736,8
He put his hands,in,IN,157,1146,8
Lewis sat down,and,AND,138,948,8
Alec stood against the,wall,WALL,72,398,8
Follow me closely and,watch,WATCH,62,328,8
Normally they want to cut,things,THINGS,50,254,8
Tommy came out of the staff room toilet looking,a,A,167,1261,8
Theyre riding out to,meet,MEET,31,142,8
She threatened to leave before and this,time,TIME,171,1303,8
He drove his truck home and,walked,WALKED,132,891,8
"Anthony was approached, just as he had predicted, in the",park.,PARK,129,865,8
Why dont you tell me what happened,on,ON,177,1369,8
Brian,sat,SAT,191,1530,8
Whether Peter heard,him,HIM,110,690,8
They turned round just as Frankie walked,toward,TOWARD,108,678,8
If this were a movie instead of a book this would be a good,bit.,BIT,204,1712,8
Anthony was,"approached,","APPROACHED,",129,857,8
Whether Peter heard him or not Gabriel,didnt,DIDNT,110,694,8
She saw the throwing,knife,KNIFE,75,419,8
The first knife caught in her,skirt,SKIRT,172,1313,8
Gilbert sat,as,AS,123,803,8
Andy felt good when he got ready to go out on,Saturday,SATURDAY,188,1504,8
You give me a lead,and,AND,111,700,8
I think,our,OUR,68,368,8
Thomas stepped back and,shook,SHOOK,47,235,8
Ken just hoped he,wasnt,WASNT,136,929,8
I wouldnt want to,miss,MISS,25,112,8
Michael knew they never hit him and that was half,the,THE,168,1273,8
He rose from his seat and stopped mid way when Joe glared,at,AT,194,1577,8
She turned,and,AND,107,665,8
He put the,fork,FORK,38,180,8
Powerful in the,wrong,WRONG,51,258,8
She hid,the,THE,53,269,8
I shall have,a,A,160,1178,8
Ted smiled and bit,his,HIS,46,229,8
I was thinking of getting the,band,BAND,94,565,8
Andy felt good when he,got,GOT,188,1498,8
Andy felt good when he got ready to go out,on,ON,188,1503,8
Come within the walls to escape the,enemy.,ENEMY,61,324,8
He called earlier and I,already,ALREADY,131,880,8
Edward washed his hands and,flicked,FLICKED,106,660,8
Billy wrote on the,envelope.,ENVELOPE,2,8,8
James was only in the cell for,an,AN,205,1719,8
She turned and saw,him,HIM,107,667,8
I mostly just pick a dry,white,WHITE,187,1487,8
He didnt,seem,SEEM,153,1100,8
I was,thinking,THINKING,94,561,8
"The gate was double, one huge",mass,MASS,143,1001,8
His dark hair was just visible under,his,HIS,113,719,8
I mostly just pick a dry white and,drink,DRINK,187,1489,8
Duncan took a breath and wanted to be,sick.,SICK,105,655,8
Billy,wrote,WROTE,2,5,8
Tom stood,up,UP,48,239,8
The speaker turned to her with a,smile,SMILE,199,1637,8
The door was opened and,Alexander,ALEXANDER,79,448,8
Youre getting,up,UP,58,299,8
I wouldnt want to miss,this.,THIS,25,113,8
You,give,GIVE,111,696,8
She would soon be found if she tried,to,TO,127,845,8
I do not,spare,SPARE,67,362,8
A smile came to his lips,as,AS,150,1071,8
He called earlier and I already arranged to,go,GO,131,883,8
Alice is looking,for,FOR,34,156,8
I cant see any amount of talk getting,you,YOU,185,1465,8
Come,within,WITHIN,61,318,8
Jacques sighed and tried to move out of,the,THE,124,818,8
Let me through,and,AND,121,786,8
He is after glory and,heads,HEADS,88,516,8
Tom stood up and wiped,his,HIS,48,242,8
Joseph walked into the office,and,AND,126,833,8
Tommy came,out,OUT,167,1254,8
I cant see any amount of,talk,TALK,185,1463,8
"The gate was double, one",huge,HUGE,143,1000,8
I know Richard drinks a little too much and has a bit of a,temper.,TEMPER,203,1698,8
The shout caught him off guard and,he,HE,193,1560,8
Steve sat down to,eat,EAT,45,223,8
Joseph walked,into,INTO,126,830,8
Lewis sat down and Lucy laid her hand,on,ON,138,953,8
Matthew,stood,STOOD,139,956,8
He put the fork on,the,THE,38,182,8
Walter closed the door,and,AND,70,384,8
We shall arrive properly or,you,YOU,145,1020,8
He didnt seem to mind that she,was,WAS,153,1105,8
The prison guard walked along the,row.,ROW,56,291,8
Jamie took a cigarette and Andy,gave,GAVE,125,825,8
He smiled again and felt like a man,and,AND,183,1441,8
We barely escaped with,our,OUR,32,147,8
James walked,in,IN,165,1232,8
Lawrence rubbed the back of his neck and hung his,head.,HEAD,137,945,8
Ian gave Geoffrey a hard slap,across,ACROSS,116,745,8
He came back to his senses when he heard his dad,stand,STAND,201,1667,8
Looks like,a,A,41,197,8
The bored,looking,LOOKING,54,275,8
Christopher groaned,and,AND,102,625,8
She turned and,saw,SAW,107,666,8
He slammed the knife down on,the,THE,65,351,8
In the morning Mickey stood straight with his hand behind,his,HIS,161,1196,8
The prison,guard,GUARD,56,287,8
In the morning Mickey stood straight with,his,HIS,161,1193,8
I know Richard drinks a little too much and has a bit,of,OF,203,1696,8
They say he can breathe fire,and,AND,200,1649,8
Run along home now and bring,us,US,140,971,8
"Burn him now, dont wait",for,FOR,84,484,8
He came back to his senses when he heard,his,HIS,201,1665,8
James was only in the cell for an hour but it felt like,a,A,205,1725,8
Simon nodded and walked,into,INTO,44,217,8
Theyre riding out,to,TO,31,141,8
It had,been,BEEN,163,1210,8
She would soon be found if she,tried,TRIED,127,844,8
Hes broken his wrists,very,VERY,21,92,8
Duncan,took,TOOK,105,648,8
He rose from his seat and stopped mid way when Joe glared at,him.,HIM,194,1578,8
He sat down and began to,eat,EAT,64,344,8
He shouted,and,AND,19,80,8
I think our friends demands,are,ARE,68,371,8
The,campaign,CAMPAIGN,30,134,8
We should talk about,the,THE,176,1355,8
"While they sat drinking their tea, Mick dug them",a,A,146,1034,8
He,drove,DROVE,132,886,8
He was already up and dressed and,invited,INVITED,202,1677,8
He knocked on the door so hard that he,almost,ALMOST,181,1418,8
Youll,demand,DEMAND,12,45,8
I was thinking of getting the band together,again.,AGAIN,94,567,8
Michael,knew,KNEW,168,1264,8
In the morning at breakfast Mike smiled at,the,THE,162,1205,8
After lunch he was told,he,HE,59,308,8
It is,a,A,95,569,8
He had another shock when,they,THEY,156,1136,8
He let Donald go,and,AND,182,1425,8
Ian gave Geoffrey a hard,slap,SLAP,116,744,8
You shouldnt,have,HAVE,149,1057,8
A horse has thrown a,shoe.,SHOE,13,53,8
If this were a movie instead,of,OF,204,1704,8
Ross sat back down,and,AND,27,122,8
Henry washed his hands and sat on the seat in front,of,OF,197,1615,8
All last week there was,a,A,151,1081,8
This mans hair is,black.,BLACK,10,40,8
Andy felt good when he got,ready,READY,188,1499,8
I think our friends demands are,well,WELL,68,372,8
Bruce is looking for someone to take the spare room,in,IN,179,1395,8
Brian sniffed and wiped his grubby hand across his,nose.,NOSE,119,774,8
His dark hair was,just,JUST,113,716,8
Andy felt good,when,WHEN,188,1496,8
Jamie took a cigarette and Andy gave him a,light.,LIGHT,125,828,8
Come within the,walls,WALLS,61,320,8
Brian sat down at an empty table and began,to,TO,191,1538,8
His helmet was lost but,he,HE,135,920,8
The gathered villagers,took,TOOK,144,1008,8
I am touched deeply,in,IN,22,97,8
The police officer got out of the,van,VAN,198,1624,8
They say he can breathe fire and kill a man,with,WITH,200,1653,8
Albert spoke before Barbara,had,HAD,60,314,8
Dont die of cold before you die in,battle.,BATTLE,85,495,8
Tell me what,really,REALLY,78,439,8
I cannot tell,you,YOU,6,23,8
We,shall,SHALL,145,1016,8
Bruce is looking for someone to take the spare room in,his,HIS,179,1396,8
I mostly just pick a,dry,DRY,187,1486,8
If,this,THIS,204,1699,8
We should talk about the,things,THINGS,176,1356,8
Duncan took a breath and wanted to,be,BE,105,654,8
The speaker turned to her with a smile and a bow of his,head.,HEAD,199,1643,8
Jimmy liked the fact,they,THEY,118,761,8
Harry smiled at his,little,LITTLE,17,72,8
Jimmy,liked,LIKED,118,758,8
The speaker turned to her with a smile and a bow of,his,HIS,199,1642,8
He slammed the knife down,on,ON,65,350,8
Youll demand nothing of,me.,ME,12,48,8
He held,his,HIS,133,897,8
In the morning,Mickey,MICKEY,161,1189,8
Ken just hoped he wasnt taking his,temper,TEMPER,136,932,8
One by one she placed,her,HER,192,1546,8
The police officer got out,of,OF,198,1622,8
Let us give battle,to,TO,166,1245,8
Billy knocked on,the,THE,189,1508,8
All last,week,WEEK,151,1078,8
Andrew closed the office,door,DOOR,100,611,8
Let us,leave,LEAVE,69,375,8
He came back to his senses,when,WHEN,201,1662,8
Theyre,riding,RIDING,31,139,8
I think our friends demands are well,justified.,JUSTIFIED,68,373,8
We should talk about the things,people,PEOPLE,176,1357,8
He was already up and dressed and invited us in for a cup,of,OF,202,1683,8
He folded his arms across his chest and,put,PUT,155,1128,8
They were definitely holding,hands,HANDS,82,468,8
James was only,in,IN,205,1715,8
You shouldnt have been racing my truck in the first,place.,PLACE,149,1065,8
She couldnt help,feel,FEEL,28,126,8
Alan told Jason he would just sit outside,to,TO,169,1282,8
After lunch he was told he had,visitors.,VISITORS,59,310,8
Andy,felt,FELT,188,1494,8
Ken just hoped he wasnt taking his temper,out,OUT,136,933,8
They turned round just as Frankie walked toward,them.,THEM,108,679,8
His men will not follow him and,they,THEY,114,728,8
"Burn him now, dont wait for him to",escape.,ESCAPE,84,487,8
"I am trying, old man, but I",would,WOULD,159,1171,8
James was only in the cell for an hour but it felt,like,LIKE,205,1724,8
He,went,WENT,134,906,8
She had refused to leave her,home.,HOME,52,267,8
Christopher groaned and lay,his,HIS,102,627,8
Alan told Jason he would just sit,outside,OUTSIDE,169,1281,8
Run along home now and bring us some,men,MEN,140,973,8
He was built with muscle and liked,to,TO,158,1160,8
Jack,walked,WALKED,26,114,8
Run along home now and bring us some men to,kill.,KILL,140,975,8
All last week there was a white van parked,across,ACROSS,151,1085,8
He was already up and dressed,and,AND,202,1676,8
She threatened to leave before and,this,THIS,171,1302,8
